year,species_code,sex,sex_desc,length,iss,nss,nhl
1991,21740,1,male,42,3.8750662493847656,16,7
1991,21740,1,male,43,4.470620257880567,16,6
1991,21740,1,male,44,5.074113231787178,17,8
1991,21740,1,male,45,7.543261368306777,23,10
1991,21740,1,male,46,6.770195524374239,22,12
1991,21740,1,male,47,6.701569537568516,20,11
1991,21740,1,male,48,8.978697845683811,24,11
1991,21740,1,male,49,12.350938689900541,30,14
1991,21740,1,male,50,10.948297792650875,22,8
1991,21740,1,male,51,13.547815839895666,29,14
1991,21740,1,male,52,10.98516017612265,28,12
1991,21740,1,male,53,7.31843760051926,19,10
1991,21740,1,male,54,4.624411950190736,11,6
1991,21740,1,male,55,4.900246124365323,9,6
1991,21740,1,male,56,4.452264932030978,9,6
1991,21740,1,male,57,2.109441062828627,2,2
1991,21740,1,male,58,0.9715886878953015,1,1
1991,21740,1,male,60,1.0627796241168002,1,1
1991,21740,1,male,62,0.9335070746114681,1,1
1991,21740,2,female,29,2.137884572198518,1,1
1991,21740,2,female,30,2.15546218487395,2,2
1991,21740,2,female,31,3.109291139917775,4,2
1991,21740,2,female,32,3.4123054204139622,4,1
1991,21740,2,female,33,3.7022421961618517,4,1
1991,21740,2,female,34,2.921248215144895,3,1
1991,21740,2,female,35,3.304391212089257,4,2
1991,21740,2,female,36,2.344233452648183,1,1
1991,21740,2,female,38,3.2836931496797206,4,2
1991,21740,2,female,39,2.6757557287526668,3,2
1991,21740,2,female,40,4.422184985012878,7,3
1991,21740,2,female,41,2.679370189573279,7,4
1991,21740,2,female,42,3.596052613795032,8,2
1991,21740,2,female,43,4.632537927814486,11,4
1991,21740,2,female,44,4.880234027046285,15,6
1991,21740,2,female,45,6.504476322215585,18,8
1991,21740,2,female,46,6.137702802759243,16,8
1991,21740,2,female,47,6.137531206206451,19,8
1991,21740,2,female,48,6.737828283004786,22,12
1991,21740,2,female,49,7.3606236201133886,22,10
1991,21740,2,female,50,5.306673165527553,15,11
1991,21740,2,female,51,5.705828178898622,14,10
1991,21740,2,female,52,3.978855937635028,11,9
1991,21740,2,female,53,4.3885102568615935,10,7
1991,21740,2,female,54,7.223175973560969,23,13
1991,21740,2,female,55,8.772845117692395,21,10
1991,21740,2,female,56,5.929546512722072,15,7
1991,21740,2,female,57,7.4876514581518725,16,9
1991,21740,2,female,58,4.083124648933557,8,6
1991,21740,2,female,59,3.4330956507519788,8,4
1991,21740,2,female,60,2.1659879496428114,2,2
1991,21740,2,female,61,2.8477009311581485,5,4
1991,21740,2,female,62,2.6818448475605234,2,2
1991,21740,2,female,63,3.088565935199808,2,1
1991,21740,2,female,64,3.6199939941804407,5,2
1991,21740,2,female,65,1.9626307629886741,2,1
1991,21740,2,female,67,1.1154052430790877,2,2
1991,21740,2,female,68,1.0095161146014666,1,1
1991,21740,2,female,72,1.1029809162500286,1,1
1991,21740,2,female,75,0.9817187555821583,1,1
1991,21921,0,total,21,1.6609245333892566,1,1
1991,21921,0,total,22,2.8954171562867215,1,1
1991,21921,0,total,23,3.813470550920349,9,3
1991,21921,0,total,23,3.813470550920349,9,2
1991,21921,0,total,24,3.0258988426629454,7,1
1991,21921,0,total,24,3.0258988426629454,7,4
