region,year,species_code,sex,age,agepop,mean_length,sd_length
wai,1994,30060,1,17,1655381,37.11,0.67
wai,1994,30060,1,18,4968526,35.43,0.49
wai,1994,30060,1,20,915642,39,1.07
wai,1994,30060,1,21,482167,38,0
wai,1994,30060,1,23,3203656,33.75,1.79
wai,1994,30060,1,25,47428,41,0
wai,1994,30060,1,26,803976,37,0
wai,1994,30060,1,28,2394717,34,0
wai,1994,30060,1,36,1065617,36,0
wai,1994,30060,2,2,4157,18,0
wai,1994,30060,2,3,16607,19.5,0.87
wai,1994,30060,2,4,199547,23.25,1.23
wai,1994,30060,2,5,754600,25.75,0.66
wai,1994,30060,2,6,2720050,26.94,1.87
wai,1994,30060,2,7,1467315,28,0
wai,1994,30060,2,8,4840089,29.47,1.36
wai,1994,30060,2,9,24066090,30.7,1.54
wai,1994,30060,2,10,33825560,34.37,1.97
wai,1994,30060,2,11,7959110,33.46,2.27
wai,1994,30060,2,12,30038390,34.3,1.41
wai,1994,30060,2,13,15976859,35.84,3.06
wai,1994,30060,2,14,5319271,37.49,1.93
wai,1994,30060,2,15,9551200,36.41,1.64
wai,1994,30060,2,16,7750288,39.8,1.83
wai,1994,30060,2,17,9846288,37.71,1.59
wai,1994,30060,2,18,6203978,38,0
wai,1994,30060,2,19,2715320,41,0
wai,1994,30060,2,20,4050400,38.98,1
wai,1994,30060,2,21,641384,43,0
wai,1994,30060,2,22,4782259,40.62,1.5
wai,1994,30060,2,23,1982407,40,0
wai,1994,30060,2,27,2207369,39,0
wai,1994,30060,2,29,1769778,31,0
wai,1994,30060,2,33,4391681,34,0
wai,1994,30060,2,55,1531977,42.32,0.73
wai,1994,30060,2,56,244532,44,0
wai,1994,30060,2,67,244532,44,0
wai,1994,30060,2,73,1287445,42,0
wai,1994,30060,2,92,641384,43,0
wai,1994,30420,1,5,589059,17.21,0.98
wai,1994,30420,1,6,262443,20.16,0.77
wai,1994,30420,1,7,1117887,23.03,1.85
wai,1994,30420,1,8,783597,23.43,1.88
wai,1994,30420,1,9,5639556,26.16,1.98
wai,1994,30420,1,10,9087747,27.17,1.75
wai,1994,30420,1,11,1765042,24.87,1.18
wai,1994,30420,1,12,1156500,22.66,1.81
wai,1994,30420,1,13,1032537,24.38,0.48
wai,1994,30420,1,15,3765042,30.46,0.5
wai,1994,30420,1,16,3677345,30.65,2.23
wai,1994,30420,1,17,6575396,28.84,2.48
wai,1994,30420,1,18,1576746,29.05,5.28
wai,1994,30420,1,19,1493424,28,0
wai,1994,30420,1,20,3765042,30.46,0.5
wai,1994,30420,1,21,3593882,28.52,1.94
wai,1994,30420,1,22,3625308,29.12,2.01
wai,1994,30420,1,23,644050,24,0
wai,1994,30420,1,24,4502426,29.69,2.21
wai,1994,30420,1,25,3195210,30.73,0.96
wai,1994,30420,1,33,2061078,29.42,2.97
wai,1994,30420,1,37,1336011,32.24,0.65
wai,1994,30420,1,41,1743397,31,0
wai,1994,30420,1,46,1173565,32,0
wai,1994,30420,1,50,2102894,29,0
wai,1994,30420,2,5,517884,18.82,0.57
wai,1994,30420,2,6,1698979,19.3,0.76
wai,1994,30420,2,7,1367211,22.43,1.41
wai,1994,30420,2,8,3492881,24.41,2.18
wai,1994,30420,2,9,4809186,27.02,2.14
wai,1994,30420,2,10,6116019,28.1,2.13
wai,1994,30420,2,11,672490,27,0
wai,1994,30420,2,12,548905,26,0
wai,1994,30420,2,13,4541935,29.11,2.3
wai,1994,30420,2,14,1116953,29,0
wai,1994,30420,2,15,9714820,31.35,1.64
wai,1994,30420,2,16,6736200,31.67,3.06
wai,1994,30420,2,17,469340,23,0
wai,1994,30420,2,18,970004,22.48,0.5
wai,1994,30420,2,19,6375236,32.49,2.4
wai,1994,30420,2,20,7456931,31.48,2.55
wai,1994,30420,2,21,1969202,28.93,2.05
wai,1994,30420,2,22,1392134,24.08,1.92
wai,1994,30420,2,23,1293703,30.01,5.29
wai,1994,30420,2,24,6631842,29.71,3.98
wai,1994,30420,2,26,5009231,30.5,1.66
wai,1994,30420,2,27,1116953,29,0
wai,1994,30420,2,28,7556991,32.25,0.43
wai,1994,30420,2,30,2050413,33.17,0.56
wai,1994,30420,2,31,1721907,30.5,1.5
wai,1994,30420,2,32,1373268,30.8,3.92
wai,1994,30420,2,33,2701997,33.31,0.46
wai,1994,30420,2,34,4761936,31.15,0.75
wai,1994,30420,2,35,420074,25,0
wai,1994,30420,2,37,172779,35,0
wai,1994,30420,2,40,5679357,32,0
wai,1994,30420,2,48,172779,35,0
wai,1994,30420,2,49,824363,34,0
wai,1994,30420,2,56,5679357,32,0
wai,1994,30420,2,66,824363,34,0
wai,1997,21720,1,1,13274,23,0
wai,1997,21720,1,2,420017,38.29,2.88
wai,1997,21720,1,3,416649,51.61,4.97
wai,1997,21720,1,4,456801,61.65,5.84
wai,1997,21720,1,5,272950,67.84,8.68
wai,1997,21720,1,6,182373,76.57,7.27
wai,1997,21720,1,7,50296,87.72,6.82
wai,1997,21720,1,8,34772,100.18,4.9
wai,1997,21720,1,9,12695,96,0
wai,1997,21720,1,10,44315,89.91,3.61
wai,1997,21720,2,1,13274,23,0
wai,1997,21720,2,2,439816,38.58,2.73
wai,1997,21720,2,3,357466,52.3,5.71
wai,1997,21720,2,4,340880,64.82,6.74
wai,1997,21720,2,5,179340,69.16,8.97
wai,1997,21720,2,6,146497,78.95,11.34
wai,1997,21720,2,7,35287,84.87,14.11
wai,1997,21720,2,8,67076,92.5,8.95
wai,1997,21720,2,9,43243,92,0
wai,1997,21720,2,12,26911,106,0
wai,1997,21740,1,1,52263,17.71,0.45
wai,1997,21740,1,2,111237,30.9,1.72
wai,1997,21740,1,3,119286,33.14,4.04
wai,1997,21740,1,4,336831,42.6,3.26
wai,1997,21740,1,5,375626,46.84,1.78
wai,1997,21740,1,6,551536,49.18,1.81
wai,1997,21740,1,7,398495,52.52,1.26
wai,1997,21740,1,8,717120,52.41,1.4
wai,1997,21740,1,9,521817,53.84,1.9
wai,1997,21740,1,10,260929,53,0
wai,1997,21740,1,11,660597,53.05,3.08
wai,1997,21740,1,12,387346,55.22,2.45
wai,1997,21740,1,13,985670,55.35,1.44
wai,1997,21740,1,14,479598,55.13,2.53
wai,1997,21740,1,15,140444,58.24,1.28
wai,1997,21740,1,16,300741,54.95,1
wai,1997,21740,1,17,131728,52,0
wai,1997,21740,1,18,4967,65,0
wai,1997,21740,2,1,20486,16.76,0.42
wai,1997,21740,2,2,112970,31.1,1.16
wai,1997,21740,2,3,109086,36.05,3.99
wai,1997,21740,2,4,604616,45.94,2.94
wai,1997,21740,2,5,1301524,51.21,3.12
wai,1997,21740,2,6,660645,51.63,2.38
wai,1997,21740,2,7,396506,56.01,2.65
wai,1997,21740,2,8,975958,56.11,1.99
wai,1997,21740,2,9,203731,57.67,0.95
wai,1997,21740,2,10,810176,56.14,2.18
wai,1997,21740,2,11,1125378,57.52,3.62
wai,1997,21740,2,12,506013,59.55,3.47
wai,1997,21740,2,13,438088,59.95,3.43
wai,1997,21740,2,14,242793,61.52,3.27
wai,1997,21740,2,15,634283,58.62,1.9
wai,1997,21740,2,16,50768,63,0
wai,1997,21740,2,18,112438,67.28,1.28
wai,1997,21921,1,2,991140,24.33,0.96
wai,1997,21921,1,3,41495975,31.6,1.66
wai,1997,21921,1,4,18029375,35.43,2.02
wai,1997,21921,1,5,27710964,34.74,2.81
wai,1997,21921,1,6,12106473,32.14,2.07
wai,1997,21921,1,7,2573504,38.15,0.53
wai,1997,21921,1,8,602187,39.1,0.62
wai,1997,21921,1,9,14405810,36.54,0.95
wai,1997,21921,1,11,43692,41,0
wai,1997,21921,1,13,3591344,35,0
wai,1997,21921,2,2,1087948,24.93,1.85
wai,1997,21921,2,3,20330788,31.52,1.5
wai,1997,21921,2,4,17391456,35.55,2.11
wai,1997,21921,2,5,36996214,33.68,2.97
wai,1997,21921,2,6,21359132,34.65,2.8
wai,1997,21921,2,7,5320544,32.56,3.62
wai,1997,21921,2,8,11926653,39.36,0.82
wai,1997,21921,2,9,8815282,35.73,2.2
wai,1997,21921,2,11,2308799,38.03,0.39
wai,1997,21921,2,12,827960,41,0
wai,1997,21921,2,13,87278,42.58,0.68
wai,1997,30060,1,2,2238534,17.06,2.33
wai,1997,30060,1,3,7924213,18.85,1.23
wai,1997,30060,1,4,2836062,22.12,2.43
wai,1997,30060,1,5,3755257,27.16,2
wai,1997,30060,1,6,986767,26.95,1.15
wai,1997,30060,1,7,12228569,30.63,2.67
wai,1997,30060,1,8,27322534,31.05,1.35
wai,1997,30060,1,9,13634516,31.67,1.7
wai,1997,30060,1,10,14027044,33.01,1.71
wai,1997,30060,1,11,16342461,33.03,1.64
wai,1997,30060,1,12,7447083,35.21,1.52
wai,1997,30060,1,13,30005194,35.19,1.02
wai,1997,30060,1,14,3800894,36.51,0.87
wai,1997,30060,1,15,3222227,36.49,1.31
wai,1997,30060,1,16,2338133,38.34,0.75
wai,1997,30060,1,17,10165553,35.82,0.85
wai,1997,30060,1,18,972267,38,0
wai,1997,30060,1,20,1762590,39.27,0.49
wai,1997,30060,1,21,6523638,36.72,0.71
wai,1997,30060,1,22,2722743,37,0
wai,1997,30060,1,23,400220,40.05,0.38
wai,1997,30060,1,26,3686013,33.26,2.69
wai,1997,30060,1,27,1016198,38.13,0.63
wai,1997,30060,1,32,1328514,39,0
wai,1997,30060,1,34,972267,38,0
wai,1997,30060,1,38,40476,41,0
wai,1997,30060,1,54,80952,41,0
wai,1997,30060,1,69,393599,40,0
wai,1997,30060,2,2,488820,14.36,1.12
wai,1997,30060,2,3,4633079,19.1,1.33
wai,1997,30060,2,4,1591254,21.91,2
wai,1997,30060,2,5,1824521,25.36,1.62
wai,1997,30060,2,6,2384562,27.99,1.29
wai,1997,30060,2,7,4209613,30.21,2.33
wai,1997,30060,2,8,17982913,30.61,2.25
wai,1997,30060,2,9,18443962,31.91,1.52
wai,1997,30060,2,10,10811053,34.15,1.64
wai,1997,30060,2,11,6736246,35.41,2.07
wai,1997,30060,2,12,18157402,35.59,2.25
wai,1997,30060,2,13,4309797,38.74,0.8
wai,1997,30060,2,14,5678468,36.12,1.37
wai,1997,30060,2,15,2357781,34.65,2.98
wai,1997,30060,2,16,2295256,38.55,0.5
wai,1997,30060,2,17,3266643,38.98,0.78
wai,1997,30060,2,18,2400355,36.31,3.17
wai,1997,30060,2,19,1727332,40.1,1.79
wai,1997,30060,2,20,1626574,41.54,0.5
wai,1997,30060,2,21,1997064,39.75,0.97
wai,1997,30060,2,22,2817998,37.18,2.62
wai,1997,30060,2,24,1922975,41.1,1.24
wai,1997,30060,2,25,69977,45,0
wai,1997,30060,2,26,2413112,41.46,1.67
wai,1997,30060,2,27,744963,41,0
wai,1997,30060,2,28,744963,41,0
wai,1997,30060,2,29,881611,42,0
wai,1997,30060,2,30,152847,45.54,0.5
wai,1997,30060,2,31,3047673,37.34,0.47
wai,1997,30060,2,32,2138237,36.4,5.57
wai,1997,30060,2,33,966106,42.44,1.41
wai,1997,30060,2,36,1509688,42.67,1.08
wai,1997,30060,2,37,2422876,38.24,2.71
wai,1997,30060,2,41,475230,43,0
wai,1997,30060,2,47,82870,46,0
wai,1997,30060,2,51,82870,46,0
wai,1997,30060,2,55,69977,45,0
wai,1997,30060,2,68,475230,43,0
wai,1997,30060,2,71,744963,41,0
wai,1997,30060,3,1,269450,8.64,0.48
wai,1997,30060,3,2,569139,13.48,1.33
wai,1997,30060,3,3,181893,17.92,0.97
wai,1997,30060,3,4,7424,20,0
wai,1997,30420,1,2,15880,11,0
wai,1997,30420,1,3,89672,16.29,0.96
wai,1997,30420,1,4,1112228,18.39,1.34
wai,1997,30420,1,5,1820496,21.85,1.28
wai,1997,30420,1,6,3016423,23.39,1.33
wai,1997,30420,1,7,1535778,24.47,0.5
wai,1997,30420,1,8,12820480,25.57,1.37
wai,1997,30420,1,9,5703180,27.63,1.82
wai,1997,30420,1,10,3088348,27.92,2.4
wai,1997,30420,1,12,9526791,29.9,1.38
wai,1997,30420,1,13,5479844,29.72,2.07
wai,1997,30420,1,14,1594666,30,0
wai,1997,30420,1,15,1556034,31,0
wai,1997,30420,1,17,1041578,28,0
wai,1997,30420,1,18,441159,33,0
wai,1997,30420,1,19,821379,33.61,0.82
wai,1997,30420,1,20,1890560,29,0
wai,1997,30420,1,23,1097253,32.58,0.91
wai,1997,30420,1,24,1248188,27.54,3.46
wai,1997,30420,1,25,3195269,29.33,2.71
wai,1997,30420,1,26,3505955,30.01,1.26
wai,1997,30420,1,27,1852246,31.64,1.47
wai,1997,30420,1,28,468965,34.32,0.46
wai,1997,30420,1,29,1993948,32.22,0.42
wai,1997,30420,1,30,2479825,30.07,1.96
wai,1997,30420,1,31,207468,35.29,0.45
wai,1997,30420,1,33,320859,34,0
wai,1997,30420,1,36,860740,32.49,1.49
wai,1997,30420,1,37,3446594,29.9,1
wai,1997,30420,1,38,1362437,29.41,2.55
wai,1997,30420,1,39,84346,37,0
wai,1997,30420,1,47,1041578,28,0
wai,1997,30420,1,51,441159,33,0
wai,1997,30420,1,55,776394,32,0
wai,1997,30420,1,72,59362,36,0
wai,1997,30420,2,2,37466,14,0
wai,1997,30420,2,3,17782,16,0
wai,1997,30420,2,4,1577266,20.91,2.29
wai,1997,30420,2,6,1075854,22.62,0.73
wai,1997,30420,2,7,785526,24.61,1.33
wai,1997,30420,2,8,16769969,26.8,2.19
wai,1997,30420,2,9,5550932,28.07,1
wai,1997,30420,2,11,3383253,30.56,0.5
wai,1997,30420,2,12,12471290,28,2.81
wai,1997,30420,2,13,3540730,30.76,2.51
wai,1997,30420,2,14,3704072,28.62,1.84
wai,1997,30420,2,16,2358585,32,0
wai,1997,30420,2,18,1885468,31,0
wai,1997,30420,2,19,3323793,33.46,1.08
wai,1997,30420,2,20,2241348,31.15,3.05
wai,1997,30420,2,21,676045,35,0
wai,1997,30420,2,22,537559,36.18,0.82
wai,1997,30420,2,23,34684,39,0
wai,1997,30420,2,25,2791950,28.61,1.5
wai,1997,30420,2,26,2730006,31.93,1.39
wai,1997,30420,2,27,3076064,33.84,1.73
wai,1997,30420,2,28,1581787,30.42,1.79
wai,1997,30420,2,29,341504,37,0
wai,1997,30420,2,30,2333484,33.54,0.98
wai,1997,30420,2,31,844539,34,0
wai,1997,30420,2,32,1404943,33,0
wai,1997,30420,2,34,1428596,33.12,0.89
wai,1997,30420,2,35,513907,36,0
wai,1997,30420,2,36,717692,37.1,0.43
wai,1997,30420,2,37,2494680,35.3,1.24
wai,1997,30420,2,38,710729,35.2,0.86
wai,1997,30420,2,39,84002,38,0
wai,1997,30420,2,42,1404943,33,0
wai,1997,30420,2,43,3014684,28.99,1
wai,1997,30420,2,45,3366769,30.12,0.99
wai,1997,30420,2,48,1497785,30,0
wai,1997,30420,2,51,513907,36,0
wai,1997,30420,2,52,1189952,35.43,0.5
wai,1997,30420,2,58,844539,34,0
wai,2000,21720,1,1,36503,15.55,0.5
wai,2000,21720,1,2,4287,34,0
wai,2000,21720,1,3,855512,47.84,2.84
wai,2000,21720,1,4,3084721,57.81,6.06
wai,2000,21720,1,5,1291000,65.91,6.59
wai,2000,21720,1,6,404368,77.1,9.26
wai,2000,21720,1,7,420392,77.15,12.97
wai,2000,21720,1,8,63920,93.45,2.95
wai,2000,21720,1,10,14225,105.86,1.35
wai,2000,21720,2,1,16551,14,0
wai,2000,21720,2,2,21437,31.6,2.87
wai,2000,21720,2,3,716932,49.46,3.54
wai,2000,21720,2,4,2413646,58.72,5.46
wai,2000,21720,2,5,2881272,62.75,6.97
wai,2000,21720,2,6,867587,70.38,9.2
wai,2000,21720,2,7,163882,94.29,6.81
wai,2000,21720,2,8,94620,100,6.82
wai,2000,21720,2,9,68350,103.8,5.08
wai,2000,21740,1,1,1445529,17.19,0.91
wai,2000,21740,1,2,331624,27.48,1.71
wai,2000,21740,1,3,607958,37.82,3.64
wai,2000,21740,1,4,301456,44.12,4.49
wai,2000,21740,1,5,90126,47.23,2.42
wai,2000,21740,1,6,95694,52.27,2.98
wai,2000,21740,1,7,445207,52.97,2.56
wai,2000,21740,1,8,55366,52.4,2.65
wai,2000,21740,1,9,64430,53.77,1.85
wai,2000,21740,1,10,69531,56.67,1.5
wai,2000,21740,1,12,11696,60,0
wai,2000,21740,1,13,134320,57.87,0.78
wai,2000,21740,1,14,70236,56.79,3.28
wai,2000,21740,1,15,14816,64,0
wai,2000,21740,1,17,33254,59,0
wai,2000,21740,2,1,1404490,17.44,1.01
wai,2000,21740,2,2,281228,27.86,1.76
wai,2000,21740,2,3,626673,38.41,3.19
wai,2000,21740,2,4,579184,44.5,2.62
wai,2000,21740,2,5,139748,49.07,3.55
wai,2000,21740,2,6,129266,56.69,3.85
wai,2000,21740,2,7,488999,54.81,3.75
wai,2000,21740,2,8,352297,57.72,2.78
wai,2000,21740,2,9,89487,60,0
wai,2000,21740,2,10,66230,61.18,1.19
wai,2000,21740,2,11,545864,59.08,2.36
wai,2000,21740,2,12,30475,66,0
wai,2000,21740,2,13,251590,64.4,1.9
wai,2000,21740,2,14,297671,57.31,1.72
wai,2000,21740,2,15,51703,64,0
wai,2000,21740,2,16,74998,57.02,5.5
wai,2000,21921,1,2,32082686,24.06,2.25
wai,2000,21921,1,3,12306732,28.94,2.86
wai,2000,21921,1,4,5386763,36.08,2.46
wai,2000,21921,1,5,25065060,37.21,2.96
wai,2000,21921,1,6,16976325,37.49,2.69
wai,2000,21921,1,7,14992471,38.91,1.87
wai,2000,21921,1,8,20300730,39.22,2.17
wai,2000,21921,1,9,7181677,38.23,2.34
wai,2000,21921,1,10,3388073,42.01,0.07
wai,2000,21921,1,11,1422132,39,0
wai,2000,21921,1,12,1110604,38,0
wai,2000,21921,1,15,590912,44,0
wai,2000,21921,2,2,21869525,23.54,2.32
wai,2000,21921,2,3,14640801,29.55,2.17
wai,2000,21921,2,4,2196004,34.76,2.78
wai,2000,21921,2,5,29679546,35.63,2.34
wai,2000,21921,2,6,7998843,37.92,2.26
wai,2000,21921,2,7,11213752,39.59,1.99
wai,2000,21921,2,8,27040535,39.88,2.18
wai,2000,21921,2,9,14880004,40.44,2.51
wai,2000,21921,2,10,3946190,38.4,0.92
wai,2000,21921,2,11,7877084,41.53,0.68
wai,2000,21921,2,12,45972,44,0
wai,2000,21921,2,13,832528,40,0
wai,2000,21921,3,2,90917247,23.03,1.49
wai,2000,21921,3,3,6082674,23.77,1.77
wai,2000,21921,3,4,13534,28,0
wai,2000,21921,3,5,1675,42,0
wai,2000,21921,3,7,838,42,0
wai,2000,21921,3,8,1675,42,0
wai,2000,21921,3,10,1675,42,0
wai,2000,21921,3,11,1675,42,0
wai,2000,30060,1,2,370561,13.36,1.61
wai,2000,30060,1,3,628809,18.34,1.59
wai,2000,30060,1,4,3985148,20.47,1.34
wai,2000,30060,1,5,3849787,23.47,2.06
wai,2000,30060,1,6,6853669,25.88,1.33
wai,2000,30060,1,7,3988386,27.76,1.61
wai,2000,30060,1,8,6428006,30.19,1.68
wai,2000,30060,1,9,448364,29,0
wai,2000,30060,1,10,6681167,34.09,1.38
wai,2000,30060,1,11,11163981,33.81,2.34
wai,2000,30060,1,12,22799919,34.2,1.27
wai,2000,30060,1,13,6862717,32.41,0.49
wai,2000,30060,1,14,6254921,34.99,1.73
wai,2000,30060,1,15,4664927,35,0
wai,2000,30060,1,16,21778351,35.79,1.78
wai,2000,30060,1,17,16053201,35.61,1
wai,2000,30060,1,18,266188,42,0
wai,2000,30060,1,19,1557823,39.35,0.48
wai,2000,30060,1,20,2773444,37.62,1.68
wai,2000,30060,1,22,1010618,39,0
wai,2000,30060,1,23,547205,40,0
wai,2000,30060,1,24,5712729,36,0
wai,2000,30060,1,25,5212131,35.52,1.53
wai,2000,30060,1,29,610146,31,0
wai,2000,30060,1,30,7637909,35.56,2.85
wai,2000,30060,1,32,63046,43,0
wai,2000,30060,1,33,1010618,39,0
wai,2000,30060,1,36,1620764,35.99,3.88
wai,2000,30060,1,39,2444210,37,0
wai,2000,30060,1,40,511364,41,0
wai,2000,30060,1,46,2830237,33,0
wai,2000,30060,1,47,5712729,36,0
wai,2000,30060,1,49,2444210,37,0
wai,2000,30060,1,53,2092044,38.52,0.88
wai,2000,30060,2,1,56212,12.39,0.49
wai,2000,30060,2,2,787397,17.3,2.51
wai,2000,30060,2,3,2661758,17.65,1.52
wai,2000,30060,2,4,5687141,19.37,1.63
wai,2000,30060,2,5,3936074,22.2,2.61
wai,2000,30060,2,6,5996244,26.37,1.97
wai,2000,30060,2,7,2871895,27.65,2.07
wai,2000,30060,2,8,4139249,29.31,1.89
wai,2000,30060,2,9,4835703,34.72,3.42
wai,2000,30060,2,10,11156473,33.01,0.75
wai,2000,30060,2,11,15829996,34.76,2.14
wai,2000,30060,2,12,25935838,36.15,1.72
