region,year,species_code,sex,age,agepop,mean_length,sd_length
wgoa,1993,10110,1,6,24034919,39.58,2.83
wgoa,1993,10110,1,7,9612656,40.56,3.24
wgoa,1993,10110,1,8,4116162,44.11,3.09
wgoa,1993,10110,1,9,2770627,46.73,1.88
wgoa,1993,10110,1,10,1302762,46.35,1.61
wgoa,1993,10110,1,11,605192,47.8,0.98
wgoa,1993,10110,1,12,993100,48.05,1.35
wgoa,1993,10110,1,13,541558,46,0
wgoa,1993,10110,1,18,78138,52,0
wgoa,1993,10110,2,2,29048677,20.24,1.53
wgoa,1993,10110,2,3,29061605,25.69,3.11
wgoa,1993,10110,2,4,38912400,31.35,2.82
wgoa,1993,10110,2,5,19940077,39.57,3.37
wgoa,1993,10110,2,6,26245643,39.8,3.15
wgoa,1993,10110,2,7,25448949,45.75,2.71
wgoa,1993,10110,2,8,32581113,47.19,5.06
wgoa,1993,10110,2,9,26349903,51.35,2.32
wgoa,1993,10110,2,10,9818650,55.07,5
wgoa,1993,10110,2,11,2465212,63.35,3.11
wgoa,1993,10110,2,12,4331178,59.97,6.81
wgoa,1993,10110,2,13,3732662,62.86,5.72
wgoa,1993,10110,2,14,691863,63,7.44
wgoa,1993,10110,2,15,199742,65,0
wgoa,1993,10110,2,16,808432,73.82,3
wgoa,1993,10110,2,17,164865,74.71,1.53
wgoa,1993,10110,2,18,229186,66.67,4.35
wgoa,1993,10110,2,19,79353,76,0
wgoa,1993,10110,2,20,29444,78,0
wgoa,1993,10110,3,2,134771,19.55,2.71
wgoa,1993,10110,3,3,84141,23.28,2.64
wgoa,1993,10110,3,4,16839,31,0
wgoa,1993,10130,1,1,147852,8,0
wgoa,1993,10130,1,2,2732214,12.33,3.52
wgoa,1993,10130,1,3,4640826,17.19,2.53
wgoa,1993,10130,1,4,8507865,21.37,1.93
wgoa,1993,10130,1,5,9650723,26.14,3.07
wgoa,1993,10130,1,6,13810926,26.13,2.96
wgoa,1993,10130,1,7,3952057,26.45,1.63
wgoa,1993,10130,1,8,15519359,31.26,2.28
wgoa,1993,10130,1,9,6256613,29.95,1.77
wgoa,1993,10130,1,10,8126425,33.26,3.11
wgoa,1993,10130,1,11,10699124,32.93,2.19
wgoa,1993,10130,1,12,1062772,35,0
wgoa,1993,10130,1,13,3073865,33.69,0.95
wgoa,1993,10130,1,16,1005758,38.56,2.03
wgoa,1993,10130,1,17,961560,39.85,1.18
wgoa,1993,10130,1,25,65106,42,0
wgoa,1993,10130,2,1,205133,8,0
wgoa,1993,10130,2,2,1882292,14,1.87
wgoa,1993,10130,2,3,5661197,16.5,2.85
wgoa,1993,10130,2,4,7255755,21.3,2.07
wgoa,1993,10130,2,5,6334312,25.34,1.93
wgoa,1993,10130,2,6,6915079,28.46,3.4
wgoa,1993,10130,2,7,7770792,31.31,3.45
wgoa,1993,10130,2,8,13848495,30.86,2.83
wgoa,1993,10130,2,9,4879032,35.63,3.94
wgoa,1993,10130,2,10,11010967,35.32,3.26
wgoa,1993,10130,2,11,6624526,36.77,3.92
wgoa,1993,10130,2,12,6992784,36.53,3.92
wgoa,1993,10130,2,13,6257798,37.04,3.76
wgoa,1993,10130,2,14,2184920,42.62,1.48
wgoa,1993,10130,2,15,1725141,45.71,2.99
wgoa,1993,10130,2,16,3269412,39.45,4.85
wgoa,1993,10130,2,17,3265981,40.45,3.14
wgoa,1993,10130,2,18,1003170,40,0
wgoa,1993,10130,2,19,397670,47,0
wgoa,1993,10130,2,20,1905688,39.31,2.48
wgoa,1993,10130,2,24,2258190,37,0
wgoa,1993,10130,3,1,26156,7.13,0.34
wgoa,1993,10130,3,2,60864,12.37,2.48
wgoa,1993,10130,3,3,42418,14.64,2.76
wgoa,1993,10130,3,4,18319,18.87,1.45
wgoa,1993,10130,3,6,3435,17,0
wgoa,1993,10180,1,3,40166,35.87,2
wgoa,1993,10180,1,5,42380,38.76,1.29
wgoa,1993,10180,1,6,38673,36.9,0.3
wgoa,1993,10180,1,7,77848,41.08,2.19
wgoa,1993,10180,1,8,99534,41.17,1.92
wgoa,1993,10180,1,9,26973,44,0
wgoa,1993,10180,1,10,26973,44,0
wgoa,1993,10180,1,11,2649,46,0
wgoa,1993,10180,1,12,76636,41.24,0.43
wgoa,1993,10180,1,14,19850,40,0
wgoa,1993,10180,1,15,38114,40.96,1
wgoa,1993,10180,1,18,14444,45,0
wgoa,1993,10180,1,21,47450,41.38,0.49
wgoa,1993,10180,1,23,41417,44.35,0.48
wgoa,1993,10180,1,25,26973,44,0
wgoa,1993,10180,1,27,37902,43,0
wgoa,1993,10180,1,30,37902,43,0
wgoa,1993,10180,1,32,34914,37,0
wgoa,1993,10180,1,37,14444,45,0
wgoa,1993,10180,1,38,14444,45,0
wgoa,1993,10180,2,5,63895,45,0
wgoa,1993,10180,2,6,30264,44,0
wgoa,1993,10180,2,7,28438,41.45,0.89
wgoa,1993,10180,2,9,24173,36,0
wgoa,1993,10180,2,12,115131,50.49,2.96
wgoa,1993,10180,2,13,76950,48.34,0.47
wgoa,1993,10180,2,20,26082,49,0
wgoa,1993,10180,2,23,29617,56,0
wgoa,1993,10180,2,24,80350,46.97,1.4
wgoa,1993,10180,2,25,90804,49.71,0.45
wgoa,1993,10180,2,26,100861,51.62,1.28
wgoa,1993,10180,2,27,105136,46.97,1
wgoa,1993,10180,2,28,39518,54.67,0.47
wgoa,1993,10180,2,29,84532,45.28,0.96
wgoa,1993,10180,2,30,68718,45.5,2.29
wgoa,1993,10180,2,31,22600,58,0
wgoa,1993,10180,2,32,171518,48.99,1.76
wgoa,1993,10180,2,33,10584,43,0
wgoa,1993,10180,2,34,118163,45.46,0.5
wgoa,1993,10180,2,35,10584,43,0
wgoa,1993,10180,2,37,30264,44,0
wgoa,1993,10180,2,38,72500,51,0
wgoa,1993,10180,2,39,63895,45,0
wgoa,1993,10180,2,43,10584,43,0
wgoa,1993,10200,1,3,12885,19,0
wgoa,1993,10200,1,4,417039,29.59,0.96
wgoa,1993,10200,1,5,2038863,34.24,3.49
wgoa,1993,10200,1,6,1850163,39.38,3.08
wgoa,1993,10200,1,7,1974376,38.83,2.09
wgoa,1993,10200,1,8,595340,43.68,1.4
wgoa,1993,10200,1,9,839186,40.24,2.82
wgoa,1993,10200,1,10,724007,41.1,2.06
wgoa,1993,10200,1,11,960733,39,0.81
wgoa,1993,10200,2,3,17645,19,0
wgoa,1993,10200,2,4,248823,30.35,0.48
wgoa,1993,10200,2,5,2423331,35.33,2.99
wgoa,1993,10200,2,6,1252010,41.4,3.32
wgoa,1993,10200,2,7,2793132,41.02,1.94
wgoa,1993,10200,2,8,1588282,45.46,2.46
wgoa,1993,10200,2,9,1376467,45.52,2.32
wgoa,1993,10200,2,10,1063825,46.76,2.69
wgoa,1993,10200,2,11,446795,48.52,2.88
wgoa,1993,10200,2,12,176109,51.1,1.45
wgoa,1993,10200,2,13,255478,49.97,1.2
wgoa,1993,10200,2,14,64678,53,0
wgoa,1993,10200,2,16,37813,52,0
wgoa,1993,21720,1,1,1226972,18.72,2.61
wgoa,1993,21720,1,2,5480891,34.8,2.64
wgoa,1993,21720,1,3,9707401,43.39,4.12
wgoa,1993,21720,1,4,9497137,49.02,4.85
wgoa,1993,21720,1,5,5355298,58.33,4.32
wgoa,1993,21720,1,6,2879337,64.96,4.21
wgoa,1993,21720,1,7,774410,70.28,3.37
wgoa,1993,21720,1,8,628006,73.96,5.49
wgoa,1993,21720,1,9,132558,86.86,5.56
wgoa,1993,21720,1,10,20284,87,0
wgoa,1993,21720,2,1,1871770,18.39,2.16
wgoa,1993,21720,2,2,5495659,34.54,2.78
wgoa,1993,21720,2,3,10049647,43.14,3.88
wgoa,1993,21720,2,4,8272304,49.1,4.23
wgoa,1993,21720,2,5,6043512,56.9,6.35
wgoa,1993,21720,2,6,3441051,66.62,4.36
wgoa,1993,21720,2,7,1198766,75.13,7.1
wgoa,1993,21720,2,8,771520,82.14,5.14
wgoa,1993,21720,2,9,201349,87.81,9.3
wgoa,1993,21720,2,10,162500,94.78,6.77
wgoa,1993,21720,2,11,35061,96.2,1.84
wgoa,1993,21720,3,1,3540663,17.25,1.5
wgoa,1993,21740,1,1,1673169,16.02,1.29
wgoa,1993,21740,1,2,17237985,27.9,2.86
wgoa,1993,21740,1,3,11347245,41.06,1.33
wgoa,1993,21740,1,4,70685358,44.56,3.53
wgoa,1993,21740,1,5,25368069,47.07,2.67
wgoa,1993,21740,1,6,10849107,48.51,3.73
wgoa,1993,21740,1,7,5620834,54.1,2.81
wgoa,1993,21740,1,8,11203483,56.37,2.92
wgoa,1993,21740,1,9,6909413,55.74,2.48
wgoa,1993,21740,1,10,5605416,55.71,1.98
wgoa,1993,21740,1,11,1322751,57.22,1.67
wgoa,1993,21740,1,12,585691,58.25,1.09
wgoa,1993,21740,1,13,469755,59,0
wgoa,1993,21740,1,14,1380333,56.81,0.98
wgoa,1993,21740,1,16,2506778,58.02,1.83
wgoa,1993,21740,2,1,940175,16.32,1.3
wgoa,1993,21740,2,2,15121006,27.77,2.79
wgoa,1993,21740,2,3,9952985,41.9,3.83
wgoa,1993,21740,2,4,90294933,45.35,3.33
wgoa,1993,21740,2,5,56545037,47.92,3.15
wgoa,1993,21740,2,6,17421780,52.03,4.99
wgoa,1993,21740,2,7,6046971,56.54,1.53
wgoa,1993,21740,2,8,11483002,57.64,3.34
wgoa,1993,21740,2,9,16253337,58.86,2.89
wgoa,1993,21740,2,10,5446121,57.32,3.58
wgoa,1993,21740,2,11,5618742,60.63,2.01
wgoa,1993,21740,2,12,3285315,58.89,1.76
wgoa,1993,21740,2,13,510964,65.27,1.61
wgoa,1993,21740,2,14,211051,63,0
wgoa,1993,21740,2,15,861336,61.47,1.29
wgoa,1993,21740,2,16,965925,62.23,2.43
wgoa,1993,21740,3,1,12937046,15.1,1.04
wgoa,1993,21740,3,2,12632,24,1
wgoa,1993,30060,1,2,150915,15,0
wgoa,1993,30060,1,3,439367,19.9,0.88
wgoa,1993,30060,1,4,1190388,24.3,1.59
wgoa,1993,30060,1,5,3822603,27,0
wgoa,1993,30060,1,6,9119649,31.07,2.53
wgoa,1993,30060,1,7,18483906,31.21,1.38
wgoa,1993,30060,1,8,15820216,31.88,0.92
wgoa,1993,30060,1,9,7238732,32.77,1.14
wgoa,1993,30060,1,10,4203856,34.54,0.75
wgoa,1993,30060,1,11,3556888,35.19,1.12
wgoa,1993,30060,1,12,3359903,35.13,1.15
wgoa,1993,30060,1,13,1977658,33,0
wgoa,1993,30060,1,14,671145,36,0
wgoa,1993,30060,1,16,176356,40,0
wgoa,1993,30060,1,17,80855,39,0
wgoa,1993,30060,1,22,465806,37.29,0.45
wgoa,1993,30060,1,25,39571,42,0
wgoa,1993,30060,1,64,125860,43,0
wgoa,1993,30060,1,70,40427,39,0
wgoa,1993,30060,1,71,95317,41,0
wgoa,1993,30060,1,75,176356,40,0
wgoa,1993,30060,2,2,132932,15.3,0.46
wgoa,1993,30060,2,3,98323,19.1,2.79
wgoa,1993,30060,2,4,3081723,26.33,0.95
wgoa,1993,30060,2,5,12683966,27.96,0.99
wgoa,1993,30060,2,6,13975180,30.21,1.66
wgoa,1993,30060,2,7,8781243,32.25,1.47
wgoa,1993,30060,2,8,8501647,33.01,1.16
wgoa,1993,30060,2,9,4524106,33.03,1.7
wgoa,1993,30060,2,10,3829172,34.37,1.29
wgoa,1993,30060,2,11,3580329,34.54,1.26
wgoa,1993,30060,2,12,2410429,36.26,1.2
wgoa,1993,30060,2,13,519728,37.07,1.77
wgoa,1993,30060,2,16,100934,39.32,1.09
wgoa,1993,30060,2,17,136055,38,0
wgoa,1993,30060,2,24,55854,41,0
wgoa,1993,30060,2,40,73178,42,0
wgoa,1993,30060,2,42,73178,42,0
wgoa,1993,30060,2,50,8146,43,0
wgoa,1993,30060,2,56,27541,40,0
wgoa,1993,30060,2,70,92788,39,0
wgoa,1993,30060,3,5,3474,26,0
wgoa,1993,30060,3,6,3474,26,0
wgoa,1993,30420,1,3,29473,16.92,1
wgoa,1993,30420,1,5,121825,24.75,2.05
wgoa,1993,30420,1,6,369553,25.86,1.28
wgoa,1993,30420,1,7,617195,26.97,2.49
wgoa,1993,30420,1,8,1974138,32.21,2.15
wgoa,1993,30420,1,9,1682562,32.03,1.6
wgoa,1993,30420,1,10,1143052,34.78,1.46
wgoa,1993,30420,1,12,310518,35,0
wgoa,1993,30420,1,13,726089,36.85,1.02
wgoa,1993,30420,1,16,563600,36.15,2.18
wgoa,1993,30420,1,17,36188,40,0
wgoa,1993,30420,1,18,350916,35.75,2.1
wgoa,1993,30420,1,19,249336,38,0
wgoa,1993,30420,1,21,146626,39.25,0.43
wgoa,1993,30420,1,22,32628,42.78,1.31
wgoa,1993,30420,1,23,722666,37.36,1.4
wgoa,1993,30420,1,24,568596,37.63,0.78
wgoa,1993,30420,1,25,893728,35.69,1.21
wgoa,1993,30420,1,26,134632,39.54,1.15
wgoa,1993,30420,1,32,36188,40,0
wgoa,1993,30420,1,33,30314,41,0
wgoa,1993,30420,1,34,36188,40,0
wgoa,1993,30420,1,37,30314,41,0
wgoa,1993,30420,1,39,310518,35,0
wgoa,1993,30420,2,2,13564,16,0
wgoa,1993,30420,2,3,28410,16.52,0.5
wgoa,1993,30420,2,5,224761,22.86,0.79
wgoa,1993,30420,2,6,183986,26.42,1.59
wgoa,1993,30420,2,7,355602,27.89,1.84
wgoa,1993,30420,2,8,2025395,30.95,2.54
wgoa,1993,30420,2,9,2392988,33.29,1.64
wgoa,1993,30420,2,10,590463,34.05,3.17
wgoa,1993,30420,2,11,1162205,37.49,0.93
wgoa,1993,30420,2,12,511073,33.78,2.37
wgoa,1993,30420,2,14,226227,36,0
wgoa,1993,30420,2,17,205546,39.89,1.18
wgoa,1993,30420,2,19,258583,36.94,2.51
wgoa,1993,30420,2,21,163159,40.14,2.17
wgoa,1993,30420,2,22,475216,35.4,1.75
wgoa,1993,30420,2,23,425525,38.56,1.02
wgoa,1993,30420,2,24,318496,37.63,1.45
wgoa,1993,30420,2,25,118962,40.91,1.68
wgoa,1993,30420,2,26,28022,42,0
wgoa,1993,30420,2,27,360572,37.76,1.31
wgoa,1993,30420,2,28,721114,36.12,1.45
wgoa,1993,30420,2,32,183836,40,0
wgoa,1993,30420,2,34,23923,43,0
wgoa,1993,30420,2,35,51945,42.46,0.5
wgoa,1993,30420,2,36,49842,41,0
wgoa,1993,30420,2,40,23923,43,0
wgoa,1996,10110,1,1,23018,10,0
wgoa,1996,10110,1,2,11030192,20.47,1.46
wgoa,1996,10110,1,3,8954546,24.38,2.92
wgoa,1996,10110,1,4,7246030,29.6,3.11
wgoa,1996,10110,1,5,9846118,33.88,4.25
wgoa,1996,10110,1,6,25410936,38.18,3.3
wgoa,1996,10110,1,7,9675868,41.25,2.31
wgoa,1996,10110,1,8,12191594,42.68,3.12
wgoa,1996,10110,1,9,2370908,47.8,1.66
wgoa,1996,10110,1,12,73993,68,0
wgoa,1996,10110,1,13,51616,54,0
wgoa,1996,10110,2,1,86877,12,0
wgoa,1996,10110,2,2,8103270,21.67,3.86
wgoa,1996,10110,2,3,27319449,24.57,3.87
wgoa,1996,10110,2,4,11314565,26.29,3.06
wgoa,1996,10110,2,5,37786716,36.86,4.14
wgoa,1996,10110,2,6,38472151,41.65,4.02
wgoa,1996,10110,2,7,26318787,43.75,4.37
wgoa,1996,10110,2,8,11158212,48.12,6.58
wgoa,1996,10110,2,9,19538416,51.17,3.45
wgoa,1996,10110,2,10,12680606,55.83,3.93
wgoa,1996,10110,2,11,4528534,59.06,4.17
wgoa,1996,10110,2,12,3333088,65.81,1.62
wgoa,1996,10110,2,13,2969166,65.21,4.93
wgoa,1996,10110,2,14,851546,64.41,3.98
wgoa,1996,10110,3,2,86982,19.09,0.44
wgoa,1996,10110,3,3,43301,19.76,1.39
wgoa,1996,10110,3,4,5555,22,0
wgoa,1996,10130,1,1,28968,7,0
wgoa,1996,10130,1,2,764079,10.39,0.6
wgoa,1996,10130,1,3,6299862,16.72,1.71
wgoa,1996,10130,1,4,4879173,20.93,1.38
wgoa,1996,10130,1,5,8024866,24.58,0.49
wgoa,1996,10130,1,6,7852330,26.88,0.99
wgoa,1996,10130,1,7,6124576,27.57,0.5
wgoa,1996,10130,1,8,13819812,30.1,2.4
wgoa,1996,10130,1,9,15771305,31.33,2
wgoa,1996,10130,1,10,28795952,33.13,2.01
wgoa,1996,10130,1,11,6245032,33.72,1.85
wgoa,1996,10130,1,12,699931,37.47,0.85
wgoa,1996,10130,1,14,236982,39.92,1.39
wgoa,1996,10130,1,15,113598,42.36,0.48
wgoa,1996,10130,1,17,60856,43.33,0.47
wgoa,1996,10130,1,19,151782,40,0
wgoa,1996,10130,2,2,269443,10.38,0.83
wgoa,1996,10130,2,3,3590640,17.26,1.87
wgoa,1996,10130,2,4,1999921,17.45,0.81
wgoa,1996,10130,2,5,8941351,27.22,1.07
wgoa,1996,10130,2,6,7657292,26.52,1.73
wgoa,1996,10130,2,7,2293058,30,0
wgoa,1996,10130,2,8,16621400,33.26,2.12
wgoa,1996,10130,2,9,8581522,32.14,0.81
