year,species_code,sex,sex_desc,iss,nss,nhls
1993,10110,1,male,504.0101813783379,2064,157
1993,10110,2,female,1243.7412959588085,5299,175
1993,10110,4,total_post,1503.9232458080962,7367,186
1993,10110,12,female_male,1716.0843898575724,7363,185
1993,10112,0,total_pre,348.42287348671914,1117,146
1993,10112,1,male,182.82549288293885,516,116
1993,10112,2,female,187.9156765084699,601,131
1993,10112,4,total_post,348.4228741296432,1117,146
1993,10112,12,female_male,368.37496366542814,1117,146
1993,10115,0,total_pre,274.1980319988648,632,73
1993,10115,1,male,141.2220861118498,328,51
1993,10115,2,female,140.18420604741132,292,57
1993,10115,4,total_post,274.1981181993402,632,73
1993,10115,12,female_male,277.6638388314238,620,70
1993,10130,0,total_pre,2122.6366157475704,17182,296
1993,10130,1,male,1292.7893974816761,8276,272
1993,10130,2,female,1567.7951228236068,8514,291
1993,10130,4,total_post,2122.63661428923,17182,296
1993,10130,12,female_male,2719.211153675241,16790,295
1993,10210,0,total_pre,1639.467187700225,26651,242
1993,10210,1,male,1038.0166214356911,10225,216
1993,10210,2,female,1534.3137571037512,16347,238
1993,10210,4,total_post,1639.4671881263946,26651,242
1993,10210,12,female_male,2431.8301778822,26572,241
1993,10285,0,total_pre,1781.5864232845645,8365,241
1993,10285,1,male,964.7815484309111,3668,181
1993,10285,2,female,1105.244030334345,4676,233
1993,10285,4,total_post,1781.5864052994166,8365,241
1993,10285,12,female_male,1858.8260580547415,8344,240
1993,21720,0,total_pre,776.4255182803622,10500,363
1993,21720,1,male,645.521372990063,4654,342
1993,21720,2,female,743.0619574824722,4378,332
1993,21720,4,total_post,776.4255331283618,10500,363
1993,21720,12,female_male,1363.7454489086665,9032,353
1993,21740,0,total_pre,1086.4114708382554,167268,367
1993,21740,1,male,1719.1311318053986,44342,335
1993,21740,2,female,1859.2676902023904,43459,344
1993,21740,4,total_post,1086.4114707303813,167268,367
1993,21740,12,female_male,3482.5541110168315,87801,349
1994,10110,0,total_pre,1387.6454699146745,7193,143
1994,10110,1,male,560.842224063718,2085,126
1994,10110,2,female,1090.7328809527664,5103,134
1994,10110,4,total_post,1387.6454624888634,7193,143
1994,10110,12,female_male,1591.725916318176,7188,143
1994,10112,0,total_pre,356.7274823121499,1241,122
1994,10112,1,male,190.23552627684433,617,107
1994,10112,2,female,210.09424503985434,623,105
1994,10112,4,total_post,356.7274758310788,1241,122
1994,10112,12,female_male,398.4920839772796,1240,122
1994,10115,0,total_pre,186.41308130292262,530,52
1994,10115,1,male,73.05419900245256,225,43
1994,10115,2,female,122.26324836878986,296,46
1994,10115,4,total_post,186.41308018832575,530,52
1994,10115,12,female_male,188.20666911744507,521,51
1994,10130,0,total_pre,2158.5825129866366,16662,285
1994,10130,1,male,1238.9328930359193,8263,255
1994,10130,2,female,1540.8580478461433,8260,276
1994,10130,4,total_post,2158.582512680206,16662,285
1994,10130,12,female_male,2586.948124095885,16523,284
1994,10210,0,total_pre,2284.992728927236,24448,269
1994,10210,1,male,1295.81262892388,9109,227
1994,10210,2,female,1865.023199422086,15339,268
1994,10210,4,total_post,2284.9927300118807,24448,269
1994,10210,12,female_male,2953.3394342479482,24448,269
1994,10285,0,total_pre,1738.1700729240451,9299,248
1994,10285,1,male,951.3846121240884,4363,187
1994,10285,2,female,1348.8235685772656,4936,236
1994,10285,4,total_post,1738.1700719711664,9299,248
1994,10285,12,female_male,2094.3598154685637,9299,248
1994,21720,0,total_pre,1269.9636230788003,12931,364
1994,21720,1,male,793.0275907671423,6501,338
1994,21720,2,female,721.6400493532817,6228,344
1994,21720,4,total_post,1269.9636269727816,12931,364
1994,21720,12,female_male,1521.2591211069157,12729,357
1994,21740,0,total_pre,1237.5638367688287,126625,365
1994,21740,1,male,1133.9123459087857,42184,328
1994,21740,2,female,1154.6176755033548,37314,334
1994,21740,4,total_post,1237.563837231092,126625,365
1994,21740,12,female_male,2205.5301367995485,79498,343
1995,10110,0,total_pre,902.5353635880108,5782,123
1995,10110,1,male,291.96881687127075,1348,100
1995,10110,2,female,726.7761647085363,4427,116
1995,10110,4,total_post,902.535359479378,5782,123
1995,10110,12,female_male,1001.9520360926585,5775,123
1995,10112,0,total_pre,261.83160456797077,816,100
1995,10112,1,male,139.4062681215786,422,82
1995,10112,2,female,146.00034652419336,393,81
1995,10112,4,total_post,261.8316145677087,816,100
1995,10112,12,female_male,280.21113382256937,815,100
1995,10115,0,total_pre,158.34108293790965,343,49
